child_id,tag,view,image_name,shoulder_width_ref,total_arm_area,left_arm_area,right_arm_area,left_arm_width,right_arm_width,left_arm_height,right_arm_height,left_arm_aspect_ratio,right_arm_aspect_ratio,total_arm_area_norm,left_arm_area_norm,right_arm_area_norm,left_arm_width_norm,right_arm_width_norm,left_arm_height_norm,right_arm_height_norm,num_arms_detected
354,IMG_20230315_110917_354,frontal1,IMG_20230315_110917_354_frontal1.jpg,549.1487411937684,4032.0,1809.0,2223.0,40.0,42.0,65.0,77.0,1.625,1.8333333333333333,0.013370281116811317,0.005998719876069363,0.007371561240741954,0.07284001036412448,0.0764820108823307,0.11836501684170228,0.14021701995093963,2
355,IMG_20230315_111345_355,frontal1,IMG_20230315_111345_355_frontal1.jpg,548.6600276195147,4865.0,2424.0,2441.0,46.0,46.0,72.0,83.0,1.565217391304348,1.8043478260869565,0.016161296668620203,0.008052411741980549,0.008108884926639652,0.08384062567776511,0.08384062567776511,0.13122880540867582,0.15127765067944574,2
356,IMG_20230315_111625_356,frontal1,IMG_20230315_111625_356_frontal1.jpg,694.4023869576037,4170.0,1558.0,2612.0,33.0,43.0,64.0,88.0,1.9393939393939394,2.046511627906977,0.008647959457230866,0.0032310601521260644,0.005416899305104801,0.04752287811766234,0.06192375027452972,0.09216558180395121,0.12672767498043291,2
358,IMG_20230315_112623_358,frontal1,IMG_20230315_112623_358_frontal1.jpg,640.6594649052824,7057.0,3873.0,3184.0,66.0,53.0,114.0,108.0,1.7272727272727273,2.0377358490566038,0.017193552699064932,0.009436110188958265,0.007757442510106666,0.10301884794562068,0.08272725668360448,0.17794164645152663,0.16857629663828838,2
359,IMG_20230315_115757_359,frontal1,IMG_20230315_115757_359_frontal1.jpg,624.8085714423411,5796.0,3424.0,2372.0,69.0,44.0,86.0,79.0,1.2463768115942029,1.7954545454545454,0.014846853364724173,0.008770811925606551,0.006076041439117622,0.11043382430032411,0.07042156911904726,0.13764215782359238,0.12643872637283485,2
361,IMG_20230315_121502_361,frontal1,IMG_20230315_121502_361_frontal1.jpg,596.832815360781,5150.0,2919.0,2231.0,52.0,48.0,77.0,66.0,1.4807692307692308,1.375,0.014457787646182987,0.008194617891108378,0.006263169755074611,0.08712657659174855,0.08042453223853711,0.12901435379931997,0.11058373182798854,2
362,IMG_20230315_122143_362,frontal1,IMG_20230315_122143_362_frontal1.jpg,541.0125573487093,2686.0,1248.0,1438.0,29.0,30.0,62.0,65.0,2.1379310344827585,2.1666666666666665,0.00917680106630102,0.004263830130582157,0.004912970935718863,0.05360319202592569,0.055451577957854166,0.11459992777956528,0.1201450855753507,2
363,IMG_20230315_122705_363,frontal1,IMG_20230315_122705_363_frontal1.jpg,751.9179436088605,6125.0,3100.0,3025.0,54.0,59.0,94.0,91.0,1.7407407407407407,1.5423728813559323,0.010833410389137063,0.005483032196951003,0.00535037819218606,0.07181634706152219,0.07846600882647796,0.12501364118116828,0.12102384412219482,2
364,IMG_20230315_122806_364,frontal1,IMG_20230315_122806_364_frontal1.jpg,681.3582060953792,5943.0,2977.0,2966.0,45.0,46.0,87.0,94.0,1.9333333333333333,2.0434782608695654,0.012801319843059251,0.006412507012079318,0.006388812830979932,0.06604455570863224,0.0675122125021574,0.12768614103668902,0.13795973859136515,2
365,IMG_20230315_123355_365,frontal1,IMG_20230315_123355_365_frontal1.jpg,582.1681765403648,4415.0,2248.0,2167.0,35.0,32.0,82.0,85.0,2.342857142857143,2.65625,0.013026681195041337,0.006632837899536336,0.006393843295505,0.060120084556997876,0.05496693445211234,0.14085276953353787,0.1460059196384234,2
366,IMG_20230316_091626_366,frontal1,IMG_20230316_091626_366_frontal1.jpg,549.0215038769485,3980.0,1898.0,2082.0,40.0,44.0,72.0,75.0,1.8,1.7045454545454546,0.013203964922765736,0.006296765181761147,0.006907199741004589,0.07285689124658613,0.08014258037124473,0.13114240424385504,0.136606671087349,2
367,IMG_20230316_091834_367,frontal1,IMG_20230316_091834_367_frontal1.jpg,685.0496975999733,7222.0,3365.0,3857.0,52.0,62.0,91.0,94.0,1.75,1.5161290322580645,0.015389103700589836,0.00717035917370324,0.008218744526886595,0.07590690161922352,0.09050438269984343,0.13283707783364115,0.13721632215782714,2
368,IMG_20230316_092043_368,frontal1,IMG_20230316_092043_368_frontal1.jpg,678.7000008543895,6863.0,3637.0,3226.0,51.0,49.0,110.0,97.0,2.156862745098039,1.9795918367346939,0.014899040456031045,0.007895644781959043,0.007003395674072002,0.07514365689671143,0.07219684682233059,0.16207455409094623,0.14292028860747077,2
369,IMG_20230316_092346_369,frontal1,IMG_20230316_092346_369_frontal1.jpg,648.3141267565461,7236.0,3221.0,4015.0,51.0,58.0,82.0,93.0,1.607843137254902,1.603448275862069,0.017215815044457253,0.007663369300469432,0.00955244574398782,0.07866556950586308,0.08946280453607958,0.12648189606825044,0.14344897968716208,2
370,IMG_20230316_092645_370,frontal1,IMG_20230316_092645_370_frontal1.jpg,567.9208094918098,2877.0,1414.0,1463.0,32.0,33.0,62.0,66.0,1.9375,2.0,0.008919988562397571,0.004384033308039683,0.004535955254357889,0.05634588390700884,0.05810669277910287,0.10917015006982964,0.11621338555820573,2
371,IMG_20230316_092911_371,frontal1,IMG_20230316_092911_371_frontal1.jpg,601.397778568864,5609.0,2263.0,3346.0,41.0,50.0,78.0,89.0,1.9024390243902438,1.78,0.015508214556516702,0.006256924503725672,0.009251290052791029,0.06817451188058425,0.08313964863485884,0.1296978518703798,0.14798857457004874,2
372,IMG_20230316_093107_372,frontal1,IMG_20230316_093107_372_frontal1.jpg,712.538866845497,4359.0,2223.0,2136.0,36.0,39.0,83.0,72.0,2.3055555555555554,1.8461538461538463,0.008585582217044242,0.0043784696647142345,0.004207112552330006,0.05052355973138241,0.054733856375664275,0.11648487382513166,0.10104711946276482,2
373,IMG_20230316_093619_373,frontal1,IMG_20230316_093619_373_frontal1.jpg,655.4357910435148,8938.0,3982.0,4956.0,54.0,69.0,101.0,112.0,1.8703703703703705,1.6231884057971016,0.02080559040357147,0.009269172184719355,0.011536418218852115,0.08238793294157308,0.10527346986978782,0.15409594864997928,0.1708786757306701,2
374,IMG_20230316_093822_374,frontal1,IMG_20230316_093822_374_frontal1.jpg,682.5589901921595,6120.0,2442.0,3678.0,45.0,53.0,81.0,95.0,1.8,1.7924528301886793,0.013136238947305642,0.005241616913287644,0.007894622034017999,0.0659283675793813,0.07764896626016018,0.11867106164288632,0.13918210933424938,2
375,IMG_20230316_094409_375,frontal1,IMG_20230316_094409_375_frontal1.jpg,628.6168074675306,3977.0,1948.0,2029.0,48.0,41.0,71.0,69.0,1.4791666666666667,1.6829268292682926,0.010064300921567418,0.004929660094345821,0.005134640827221597,0.07635812378828147,0.06522256406915708,0.112946391436833,0.1097648029456546,2
376,IMG_20230316_094713_376,frontal1,IMG_20230316_094713_376_frontal1.jpg,674.3116039853267,5222.0,2287.0,2935.0,39.0,50.0,86.0,88.0,2.2051282051282053,1.76,0.011484592784078188,0.0050297326114873255,0.0064548601725908615,0.05783676236550225,0.0741496953403875,0.1275374759854665,0.130503463799082,2
377,IMG_20230316_094918_377,frontal1,IMG_20230316_094918_377_frontal1.jpg,668.9350519802512,3206.0,2036.0,1170.0,40.0,57.0,79.0,49.0,1.975,0.8596491228070176,0.007164660419463025,0.00454998397193597,0.002614676447527055,0.059796537618394846,0.08521006610621265,0.11809816179632981,0.07325075858253369,2
378,IMG_20230316_095256_378,frontal1,IMG_20230316_095256_378_frontal1.jpg,665.4296074038076,3353.0,2103.0,1250.0,40.0,30.0,73.0,64.0,1.825,2.1333333333333333,0.007572326175600444,0.004749359363939079,0.0028229668116613645,0.060111542310329606,0.0450836567327472,0.10970356471635154,0.09617846769652737,2
379,IMG_20230316_095445_379,frontal1,IMG_20230316_095445_379_frontal1.jpg,701.8071105906977,5326.0,2623.0,2703.0,45.0,49.0,88.0,88.0,1.9555555555555555,1.7959183673469388,0.010813483798831717,0.005325529103330002,0.005487954695501714,0.06412018248450684,0.06981975426090743,0.12539057908081336,0.12539057908081336,2
380,IMG_20230316_095832_380,frontal1,IMG_20230316_095832_380_frontal1.jpg,611.061605798979,4691.0,2038.0,2653.0,37.0,46.0,72.0,79.0,1.945945945945946,1.7173913043478262,0.01256306014509881,0.0054580082233449964,0.007105051921753815,0.060550359650925104,0.07527882551196094,0.11782772688828669,0.129283200335759,2
381,IMG_20230316_100059_381,frontal1,IMG_20230316_100059_381_frontal1.jpg,481.15420189267206,3680.0,1583.0,2097.0,33.0,37.0,67.0,81.0,2.0303030303030303,2.189189189189189,0.015895685188029522,0.006837736318655091,0.009057948869374432,0.06858508118642824,0.07689842436054076,0.13924849816638463,0.16834519927577843,2
383,IMG_20230316_101225_383,frontal1,IMG_20230316_101225_383_frontal1.jpg,680.083764811002,6236.0,2405.0,3831.0,39.0,64.0,87.0,97.0,2.230769230769231,1.515625,0.01348283723756799,0.005199843418273094,0.008282993819294896,0.057345877108003394,0.0941060547413389,0.12792541816400757,0.14262948921734175,2
384,IMG_20230316_101521_384,frontal1,IMG_20230316_101521_384_frontal1.jpg,582.4743522164408,5478.0,2746.0,2732.0,39.0,46.0,95.0,94.0,2.4358974358974357,2.0434782608695654,0.016146128844799712,0.008093696569518074,0.00805243227528164,0.06695573779617346,0.07897343432369178,0.16309731001631997,0.1613804962266745,2
385,IMG_20230316_101818_385,frontal1,IMG_20230316_101818_385_frontal1.jpg,585.9721723169544,3454.0,1852.0,1602.0,37.0,28.0,72.0,75.0,1.945945945945946,2.6785714285714284,0.010059313641141125,0.005393702624028189,0.004665611017112936,0.06314293024138111,0.04778383910158571,0.12287272911836324,0.1279924261649617,2
386,IMG_20230316_102219_386,frontal1,IMG_20230316_102219_386_frontal1.jpg,724.2732785163062,5543.0,2820.0,2723.0,49.0,55.0,79.0,90.0,1.6122448979591837,1.6363636363636365,0.010566714014151546,0.005375813371803601,0.005190900642347945,0.06765402155989775,0.07593818746519135,0.10907485108636575,0.12426248857940402,2
387,IMG_20230316_102533_387,frontal1,IMG_20230316_102533_387_frontal1.jpg,586.0447107833824,3653.0,2163.0,1490.0,38.0,28.0,74.0,69.0,1.9473684210526316,2.4642857142857144,0.010636241041436909,0.006297889234226125,0.004338351807210784,0.06484146909065067,0.047777924593111025,0.1262702292817934,0.11773845703302359,2
388,IMG_20230316_103118_388,frontal1,IMG_20230316_103118_388_frontal1.jpg,642.282377946039,4494.0,1711.0,2783.0,30.0,52.0,75.0,87.0,2.5,1.6730769230769231,0.010893841566600357,0.00414761079671856,0.006746230769881796,0.04670842767932897,0.08096127464417022,0.11677106919832243,0.13545444027005402,2
389,IMG_20230316_104424_389,frontal1,IMG_20230316_104424_389_frontal1.jpg,642.2163485960994,4425.0,2177.0,2248.0,39.0,40.0,82.0,82.0,2.1025641025641026,2.05,0.010728785462507872,0.005278319989125342,0.00545046547338253,0.06072719899649854,0.062284306663075426,0.1276828286593046,0.1276828286593046,2
390,IMG_20230316_105639_390,frontal1,IMG_20230316_105639_390_frontal1.jpg,538.7419784941487,2631.0,1377.0,1254.0,33.0,27.0,66.0,68.0,2.0,2.5185185185185186,0.009064820618237013,0.0047443017830909795,0.004320518835146034,0.061253812246521294,0.05011675547442652,0.12250762449304259,0.12621997675040753,2
391,IMG_20230316_105942_391,frontal1,IMG_20230316_105942_391_frontal1.jpg,612.5645655707607,4539.0,2041.0,2498.0,32.0,45.0,80.0,89.0,2.5,1.9777777777777779,0.01209640839109421,0.005439253035078934,0.006657155356015276,0.05223939123900157,0.07346164392984596,0.13059847809750394,0.14529080688347312,2
392,IMG_20230316_110436_392,frontal1,IMG_20230316_110436_392_frontal1.jpg,633.9874530980276,6799.0,3365.0,3434.0,50.0,51.0,98.0,102.0,1.96,2.0,0.016915456202442187,0.008371894414063533,0.008543561788378654,0.07886591407396348,0.08044323235544276,0.15457719158496844,0.16088646471088552,2
393,IMG_20230316_110532_393,frontal1,IMG_20230316_110532_393_frontal1.jpg,665.7433540914666,3535.0,1673.0,1862.0,32.0,37.0,74.0,76.0,2.3125,2.054054054054054,0.007975827246038361,0.0037746984392141945,0.004201128806824167,0.0480665707037663,0.05557697237622978,0.11115394475245956,0.11415810542144496,2
394,IMG_20230316_110930_394,frontal1,IMG_20230316_110930_394_frontal1.jpg,598.8597395616354,4601.0,2075.0,2526.0,38.0,39.0,80.0,83.0,2.1052631578947367,2.128205128205128,0.012829271590212729,0.0057858592805241065,0.007043412309688623,0.06345392333072174,0.06512376341837231,0.13358720701204577,0.1385967272749975,2
395,IMG_20230316_111007_395,frontal1,IMG_20230316_111007_395_frontal1.jpg,491.7367408571085,4181.0,2690.0,1491.0,51.0,38.0,82.0,66.0,1.607843137254902,1.736842105263158,0.017290790572005176,0.011124665543815816,0.006166125028189361,0.10371403184375816,0.07727712176593744,0.16675589433702293,0.1342181588566282,2
396,IMG_20230316_111336_396,frontal1,IMG_20230316_111336_396_frontal1.jpg,617.3806551987864,5083.0,3066.0,2017.0,50.0,37.0,90.0,94.0,1.8,2.5405405405405403,0.013335646510013878,0.00804388986812956,0.005291756641884319,0.08098731241247076,0.05993061118522836,0.14577716234244736,0.152256147335445,2
397,IMG_20230316_111425_397,frontal1,IMG_20230316_111425_397_frontal1.jpg,571.221388965152,5808.0,2795.0,3013.0,47.0,51.0,84.0,87.0,1.7872340425531914,1.7058823529411764,0.017799905058712123,0.008565897837310673,0.009234007221401452,0.08227983214204762,0.08928237104775381,0.1470533170198298,0.15230522119910944,2
398,IMG_20230316_111616_398,frontal1,IMG_20230316_111616_398_frontal1.jpg,503.1233453492711,3424.0,1912.0,1512.0,41.0,35.0,72.0,70.0,1.7560975609756098,2.0,0.013526480698907837,0.0075533385211190955,0.00597314217778874,0.08149095123291797,0.06956544617444217,0.14310606070170961,0.13913089234888434,2
399,IMG_20230316_112605_399,frontal1,IMG_20230316_112605_399_frontal1.jpg,584.7562100497881,4557.0,2269.0,2288.0,42.0,43.0,78.0,78.0,1.8571428571428572,1.813953488372093,0.013326906269089911,0.006635670468414529,0.006691235800675382,0.07182480370139888,0.0735349180752417,0.13338892115974077,0.13338892115974077,2
400,IMG_20230316_113153_400,frontal1,IMG_20230316_113153_400_frontal1.jpg,599.7000412343345,5274.0,2803.0,2471.0,48.0,50.0,84.0,83.0,1.75,1.66,0.014664658978196346,0.0077939019939105725,0.006870756984285774,0.08004001450659207,0.0833750151110334,0.14007002538653612,0.13840252508431544,2
401,IMG_20230316_113408_401,frontal1,IMG_20230316_113408_401_frontal1.jpg,657.6528233212545,5405.0,2650.0,2755.0,43.0,44.0,84.0,88.0,1.9534883720930232,2.0,0.012496900744846395,0.006127065120044948,0.006369835624801446,0.0653840422714875,0.06690460139408023,0.12772696629778954,0.13380920278816047,2
402,IMG_20230316_113633_402,frontal1,IMG_20230316_113633_402_frontal1.jpg,685.223511138931,4950.0,2281.0,2669.0,45.0,42.0,79.0,90.0,1.7555555555555555,2.142857142857143,0.010542429055109853,0.00485803649994052,0.005684392555169333,0.06567200230068597,0.06129386881397358,0.1152908484834265,0.13134400460137194,2
403,IMG_20230316_114956_403,frontal1,IMG_20230316_114956_403_frontal1.jpg,518.4575100860797,3342.0,1658.0,1684.0,40.0,30.0,63.0,77.0,1.575,2.566666666666667,0.01243311944520922,0.006168196301662743,0.006264923143546477,0.07715193477158579,0.057863951078689344,0.12151429726524762,0.14851747443530264,2
404,IMG_20230316_115307_404,frontal1,IMG_20230316_115307_404_frontal1.jpg,608.2545403923173,4909.0,1988.0,2921.0,40.0,46.0,74.0,88.0,1.85,1.9130434782608696,0.013268514799384732,0.005373356573879985,0.007895158225504748,0.06576194231809672,0.07562623366581123,0.12165959328847893,0.1446762730998128,2
406,IMG_20230316_115924_406,frontal1,IMG_20230316_115924_406_frontal1.jpg,476.4126071277324,2087.0,781.0,1306.0,22.0,26.0,54.0,66.0,2.4545454545454546,2.5384615384615383,0.009195089441048772,0.0034409989714705757,0.0057540904695781965,0.04617845890484908,0.05457454234209437,0.11334712640281139,0.13853537671454724,2
407,IMG_20230316_120351_407,frontal1,IMG_20230316_120351_407_frontal1.jpg,651.4959542142828,6243.0,3465.0,2778.0,52.0,41.0,96.0,90.0,1.8461538461538463,2.1951219512195124,0.014708550934106385,0.00816356382935746,0.006544987104748925,0.0798163053256609,0.06293208689138649,0.1473531790627586,0.1381436053713362,2
408,IMG_20230316_120518_410,frontal1,IMG_20230316_120518_410_frontal1.jpg,634.5711701635622,4818.0,2199.0,2619.0,43.0,40.0,86.0,88.0,2.0,2.2,0.011964818664995595,0.0054609041602999816,0.006503914504695613,0.06776229684200222,0.06303469473674625,0.13552459368400444,0.13867632842084174,2
409,IMG_20230316_120859_411,frontal1,IMG_20230316_120859_411_frontal1.jpg,633.7178831057903,5331.0,2457.0,2874.0,40.0,47.0,86.0,88.0,2.15,1.872340425531915,0.01327445675198018,0.006118052943090472,0.007156403808889709,0.0631195695535115,0.07416549422537601,0.1357070745400497,0.1388630530177253,2
410,IMG_20230316_121555_412,frontal1,IMG_20230316_121555_412_frontal1.jpg,698.1328143555236,7756.0,4117.0,3639.0,61.0,52.0,100.0,98.0,1.639344262295082,1.8846153846153846,0.015913353016325318,0.00844704414236866,0.007466308873956656,0.0873759243881291,0.07448439456037236,0.14323922030840835,0.1403744359022402,2
411,IMG_20230316_121838_413,frontal1,IMG_20230316_121838_413_frontal1.jpg,638.7528293795286,5377.0,2526.0,2851.0,39.0,46.0,90.0,93.0,2.3076923076923075,2.0217391304347827,0.01317875434572781,0.006191097912834006,0.006987656432893805,0.06105648101454799,0.07201533658126173,0.1408995715720338,0.14559622395776828,2
412,IMG_20230316_122046_414,frontal1,IMG_20230316_122046_414_frontal1.jpg,514.9574588934122,2364.0,865.0,1499.0,22.0,32.0,59.0,71.0,2.6818181818181817,2.21875,0.008914659630641303,0.003261920719333641,0.005652738911307662,0.042721975611879896,0.06214105543546167,0.11457257095913245,0.13787546674743056,2
413,IMG_20230316_122231_415,frontal1,IMG_20230316_122231_415_frontal1.jpg,598.2167352799503,4839.0,2210.0,2629.0,49.0,61.0,71.0,74.0,1.4489795918367347,1.2131147540983607,0.01352192445786844,0.0061755430981378905,0.007346381359730549,0.08191011235596617,0.10196973170844768,0.11868608116884895,0.12370098600696931,2
414,IMG_20230316_122713_416,frontal1,IMG_20230316_122713_416_frontal1.jpg,561.0224301642928,4552.0,2106.0,2446.0,41.0,52.0,73.0,79.0,1.7804878048780488,1.5192307692307692,0.014462447759904028,0.00669110610332994,0.0077713416565740896,0.07308085701313821,0.09268791621178504,0.130119574681929,0.14081433424482728,2
415,IMG_20230316_122930_417,frontal1,IMG_20230316_122930_417_frontal1.jpg,650.8436053063905,4663.0,2091.0,2572.0,37.0,41.0,86.0,107.0,2.324324324324324,2.6097560975609757,0.011008094043450602,0.0049362909382061355,0.0060718031052444665,0.056849294820346154,0.06299516453065385,0.1321361987716154,0.16440201475073077,2
416,IMG_20230606_024047_418,frontal1,IMG_20230606_024047_418_frontal1.jpg,677.4637904754916,4320.0,2232.0,2088.0,43.0,42.0,80.0,76.0,1.8604651162790697,1.8095238095238095,0.009412642657198262,0.004863198706219101,0.004549443950979159,0.06347202699913981,0.06199593334799703,0.11808749209142291,0.11218311748685177,2
417,IMG_20230606_024449_419,frontal1,IMG_20230606_024449_419_frontal1.jpg,444.7574674349602,2694.0,1283.0,1411.0,38.0,38.0,59.0,63.0,1.5526315789473684,1.6578947368421053,0.013619184214357032,0.006486048012999284,0.007133136201357747,0.08543982458384915,0.08543982458384915,0.1326565697486079,0.14165023549427622,2
418,IMG_20230606_024639_420,frontal1,IMG_20230606_024639_420_frontal1.jpg,600.9379599816176,5423.0,2651.0,2772.0,38.0,47.0,91.0,88.0,2.3947368421052633,1.872340425531915,0.01501690134883634,0.007340919320627907,0.0076759820282084334,0.06323448097897227,0.07821106857925518,0.1514299412917494,0.1464377454249884,2
419,IMG_20230606_025239_421,frontal1,IMG_20230606_025239_421_frontal1.jpg,541.3329217776279,3909.0,1818.0,2091.0,35.0,36.0,73.0,84.0,2.085714285714286,2.3333333333333335,0.013339415196652427,0.00620390300013152,0.007135512196520907,0.06465522156876599,0.06650251361358787,0.13485231927199764,0.15517253176503837,2
420,IMG_20230606_025559_422,frontal1,IMG_20230606_025559_422_frontal1.jpg,502.8442013124293,3278.0,1794.0,1484.0,34.0,34.0,72.0,66.0,2.1176470588235294,1.9411764705882353,0.012964090575222957,0.007095051400838921,0.005869039174384035,0.06761537651475268,0.06761537651475268,0.14318550320771156,0.13125337794040226,2
421,IMG_20230606_025838_423,frontal1,IMG_20230606_025838_423_frontal1.jpg,512.2842890467406,3638.0,2127.0,1511.0,45.0,35.0,62.0,62.0,1.3777777777777778,1.7714285714285714,0.01386247004880675,0.008104858107150071,0.00575761194165668,0.0878418506328509,0.06832143938110626,0.12102654976081678,0.12102654976081678,2
422,IMG_20230606_030106_424,frontal1,IMG_20230606_030106_424_frontal1.jpg,513.7648011707504,3714.0,2042.0,1672.0,37.0,31.0,75.0,74.0,2.027027027027027,2.3870967741935485,0.01407061907741291,0.007736188518060626,0.006334430559352285,0.07201738989453076,0.060338894235958195,0.14598119573215693,0.1440347797890615,2
423,IMG_20230606_030511_425,frontal1,IMG_20230606_030511_425_frontal1.jpg,532.6416978816723,4136.0,2023.0,2113.0,37.0,41.0,76.0,82.0,2.054054054054054,2.0,0.014578411531419928,0.007130591520324593,0.0074478200110953355,0.06946508346445615,0.07697482221737033,0.14268503630536938,0.15394964443474066,2
424,IMG_20230606_030739_426,frontal1,IMG_20230606_030739_426_frontal1.jpg,528.1017364307602,3060.0,1442.0,1618.0,29.0,32.0,71.0,74.0,2.4482758620689653,2.3125,0.010972011030096597,0.005170470557320031,0.005801540472776567,0.05491366151529822,0.060594385120329074,0.13444379198573012,0.14012451559076097,2
425,IMG_20230606_030929_427,frontal1,IMG_20230606_030929_427_frontal1.jpg,615.345725328449,4442.0,2361.0,2081.0,50.0,39.0,81.0,80.0,1.62,2.051282051282051,0.011731138933267474,0.006235303696858286,0.005495835236409188,0.08125513502724314,0.06337900532124965,0.1316333187441339,0.13000821604358903,2
426,IMG_20230606_031138_428,frontal1,IMG_20230606_031138_428_frontal1.jpg,512.0080094511663,3530.0,1784.0,1746.0,32.0,36.0,72.0,73.0,2.25,2.0277777777777777,0.013465460051608216,0.006805207006251858,0.006660253045356359,0.0624990222990878,0.07031140008647377,0.14062280017294754,0.14257589461979403,2
427,IMG_20230606_031646_429,frontal1,IMG_20230606_031646_429_frontal1.jpg,596.3619354215406,5769.0,2739.0,3030.0,52.0,50.0,92.0,97.0,1.7692307692307692,1.94,0.01622111517402863,0.007701444697809744,0.008519670476218884,0.08719537064893924,0.08384170254705696,0.1542687326865848,0.1626529029412905,2
428,IMG_20230606_032229_430,frontal1,IMG_20230606_032229_430_frontal1.jpg,588.3448566423767,3506.0,1728.0,1778.0,35.0,38.0,78.0,69.0,2.2285714285714286,1.8157894736842106,0.010128566630097367,0.004992060221565388,0.005136506408531979,0.059488919814377886,0.0645879700841817,0.13257530701489928,0.11727815620548783,2
429,IMG_20230606_032454_431,frontal1,IMG_20230606_032454_431_frontal1.jpg,388.1557631477705,1645.0,603.0,1042.0,24.0,27.0,44.0,56.0,1.8333333333333333,2.074074074074074,0.010918269873062412,0.004002259412435644,0.006916010460626768,0.06183084802186288,0.06955970402459574,0.11335655470674862,0.14427197871768005,2
430,IMG_20230606_033215_432,frontal1,IMG_20230606_033215_432_frontal1.jpg,522.2554280358006,2323.0,1567.0,756.0,38.0,23.0,62.0,57.0,1.631578947368421,2.4782608695652173,0.008516934059186326,0.005745172479872998,0.002771761579313329,0.07276133087389396,0.044039752897356864,0.11871585563635328,0.10914199631084093,2
431,IMG_20230606_033456_433,frontal1,IMG_20230606_033456_433_frontal1.jpg,614.9312078691202,5212.0,2608.0,2604.0,49.0,46.0,82.0,82.0,1.6734693877551021,1.7826086956521738,0.013783240648611798,0.006896909365230155,0.006886331283381643,0.0796837099385416,0.07480511545250844,0.13334824928490635,0.13334824928490635,2
432,IMG_20230606_033841_434,frontal1,IMG_20230606_033841_434_frontal1.jpg,515.0867355106819,4477.0,2024.0,2453.0,40.0,43.0,79.0,82.0,1.975,1.9069767441860466,0.016874323166840368,0.007628686640537169,0.0092456365263032,0.07765682406933283,0.08348108587453279,0.15337222753693236,0.15919648934213232,2
433,IMG_20230606_034201_435,frontal1,IMG_20230606_034201_435_frontal1.jpg,467.77373587640005,2583.0,1165.0,1418.0,28.0,30.0,63.0,65.0,2.25,2.1666666666666665,0.011804639766752457,0.005324198733359122,0.006480441033393335,0.059857999396952986,0.06413357078244963,0.13468049864314421,0.13895607002864085,2
434,IMG_20230606_034439_436,frontal1,IMG_20230606_034439_436_frontal1.jpg,512.1986476964366,3507.0,2063.0,1444.0,37.0,31.0,77.0,68.0,2.081081081081081,2.193548387096774,0.013367768343637312,0.007863617363251718,0.005504150980385594,0.07223759798352433,0.06052339290511498,0.15033229850625335,0.1327609908886393,2
435,IMG_20230606_034716_437,frontal1,IMG_20230606_034716_437_frontal1.jpg,454.4518345177306,3642.0,1092.0,2550.0,29.0,41.0,57.0,93.0,1.9655172413793103,2.268292682926829,0.017634543416273137,0.005287457828273,0.012347085588000137,0.06381314321412108,0.09021858178548153,0.12542583321396214,0.20464214892804347,2
436,IMG_20230606_034928_438,frontal1,IMG_20230606_034928_438_frontal1.jpg,546.013519171995,3863.0,2242.0,1621.0,42.0,33.0,81.0,71.0,1.9285714285714286,2.1515151515151514,0.012957401509294857,0.0075201900553557,0.005437211453939156,0.07692117232498404,0.060438063969630314,0.1483479751981835,0.1300334103589016,2
437,IMG_20230606_035218_439,frontal1,IMG_20230606_035218_439_frontal1.jpg,612.9554207477689,3774.0,1910.0,1864.0,33.0,34.0,76.0,78.0,2.303030303030303,2.2941176470588234,0.010044865259623113,0.0050836493497297686,0.004961215909893344,0.053837520450903224,0.05546896046456696,0.1239894410384438,0.12725232106577125,2
438,IMG_20230606_035553_440,frontal1,IMG_20230606_035553_440_frontal1.jpg,650.8449290175506,2806.0,1552.0,1254.0,36.0,31.0,65.0,62.0,1.8055555555555556,2.0,0.006624187484659427,0.003663841402776704,0.0029603460818827237,0.055312714895607996,0.047630393382329106,0.09987017967262554,0.09526078676465821,2
439,IMG_20230606_040135_441,frontal1,IMG_20230606_040135_441_frontal1.jpg,582.5235549849192,4178.0,2051.0,2127.0,35.0,39.0,83.0,78.0,2.3714285714285714,2.0,0.012312364192288084,0.006044197931637831,0.006268166260650252,0.060083407272528415,0.06695008238938881,0.1424835086748531,0.13390016477877761,2
440,IMG_20230606_040510_442,frontal1,IMG_20230606_040510_442_frontal1.jpg,607.3095498235454,4840.0,2327.0,2513.0,36.0,45.0,82.0,81.0,2.2777777777777777,1.8,0.01312275863241139,0.006309227135872171,0.00681353149653922,0.05927784275821095,0.07409730344776369,0.13502175294925828,0.13337514620597463,2
441,IMG_20230606_040926_443,frontal1,IMG_20230606_040926_443_frontal1.jpg,694.1490024252876,5100.0,2352.0,2748.0,40.0,47.0,86.0,81.0,2.15,1.7234042553191489,0.010584364034009391,0.004881259648625507,0.005703104385383883,0.05762451557265656,0.06770880579787146,0.1238927084812116,0.11668964403462953,2
442,IMG_20230606_041139_444,frontal1,IMG_20230606_041139_444_frontal1.jpg,552.4263623886762,4473.0,2269.0,2204.0,39.0,49.0,82.0,83.0,2.1025641025641026,1.6938775510204083,0.01465716940424419,0.007435081014583069,0.007222088389661122,0.07059764460074838,0.08869960475478643,0.14843607326311198,0.15024626927851578,2
