child_id,tag,view,image_name,shoulder_width_ref,total_arm_area,left_arm_area,right_arm_area,left_arm_width,right_arm_width,left_arm_height,right_arm_height,left_arm_aspect_ratio,right_arm_aspect_ratio,total_arm_area_norm,left_arm_area_norm,right_arm_area_norm,left_arm_width_norm,right_arm_width_norm,left_arm_height_norm,right_arm_height_norm,num_arms_detected
11,IMG_20221110_103009_11,frontal1,IMG_20221110_103009_11_frontal1.jpg,679.099430434848,7240.0,4007.0,3233.0,57.0,48.0,97.0,94.0,1.7017543859649122,1.9583333333333333,0.015698994371543058,0.00868865613905705,0.00701033823248601,0.08393468974565502,0.07068184399634106,0.14283622640927257,0.13841861115950124,2
12,IMG_20221110_103448_12,frontal1,IMG_20221110_103448_12_frontal1.jpg,674.8325850924072,4646.0,2319.0,2327.0,42.0,48.0,74.0,79.0,1.7619047619047619,1.6458333333333333,0.010202042203338018,0.005092237595682493,0.005109804607655525,0.06223765853607795,0.07112875261266051,0.10965682694451828,0.11706607200833709,2
14,IMG_20221124_104636_14,frontal1,IMG_20221124_104636_14_frontal1.jpg,659.2608468468032,8546.0,4269.0,4277.0,70.0,71.0,89.0,92.0,1.2714285714285714,1.295774647887324,0.019662933955750698,0.009822263638790046,0.009840670316960653,0.10617951958591947,0.10769636986571832,0.1349996749020976,0.13955022574149417,2
15,IMG_20221124_104707_15,frontal1,IMG_20221124_104707_15_frontal1.jpg,568.3365253552251,4121.0,1997.0,2124.0,53.0,52.0,66.0,72.0,1.2452830188679245,1.3846153846153846,0.012758260897543066,0.006182539920503155,0.00657572097703991,0.09325460820395737,0.09149508729444873,0.11612838002756955,0.12668550548462132,2
16,IMG_20221124_105118_16,frontal1,IMG_20221124_105118_16_frontal1.jpg,686.9093900333502,4685.0,2155.0,2530.0,34.0,43.0,84.0,85.0,2.4705882352941178,1.9767441860465116,0.009929118384461715,0.004567182522628601,0.005361935861833114,0.04949706685236791,0.06259923160740648,0.12228687104702661,0.12374266713091979,2
17,IMG_20221124_105407_17,frontal1,IMG_20221124_105407_17_frontal1.jpg,660.7283221672482,7872.0,3622.0,4250.0,52.0,64.0,96.0,97.0,1.8461538461538463,1.515625,0.018031806524227492,0.008296646751873981,0.009735159772353511,0.07870103074957546,0.09686280707640056,0.14529421061460085,0.1468076919751696,2
18,IMG_20221124_105726_18,frontal1,IMG_20221124_105726_18_frontal1.jpg,533.8075117965213,4469.0,2425.0,2044.0,46.0,40.0,76.0,73.0,1.6521739130434783,1.825,0.015683427938607403,0.008510251230951657,0.007173176707655747,0.08617338456925733,0.07493337788631071,0.14237341798399036,0.13675341464251706,2
19,IMG_20221124_110015_19,frontal1,IMG_20221124_110015_19_frontal1.jpg,603.5771513626374,4555.0,2497.0,2058.0,45.0,39.0,82.0,78.0,1.8222222222222222,2.0,0.012503246670196545,0.006854139832158238,0.005649106838038307,0.07455550611617401,0.06461477196735081,0.1358567000339171,0.12922954393470162,2
20,IMG_20221124_110307_20,frontal1,IMG_20221124_110307_20_frontal1.jpg,699.9231376738246,4129.0,1933.0,2196.0,42.0,42.0,82.0,75.0,1.9523809523809523,1.7857142857142858,0.008428381439206732,0.0039457644277032244,0.004482617011503508,0.06000658892287209,0.06000658892287209,0.11715572123036931,0.1071546230765573,2
21,IMG_20221124_110647_21,frontal1,IMG_20221124_110647_21_frontal1.jpg,549.733954804794,3462.0,1637.0,1825.0,34.0,29.0,71.0,80.0,2.088235294117647,2.7586206896551726,0.011455708095439922,0.005416809402725348,0.006038898692714575,0.06184809889007696,0.05275279022977152,0.1291533829763372,0.14552493856488696,2
22,IMG_20221124_113953_22,frontal1,IMG_20221124_113953_22_frontal1.jpg,643.160012767303,6183.0,3556.0,2627.0,56.0,43.0,95.0,84.0,1.6964285714285714,1.9534883720930232,0.014947245794716157,0.008596539874819772,0.006350705919896385,0.0870700896951766,0.06685739030165347,0.14770818787574602,0.1306051345427649,2
23,IMG_20221124_114236_23,frontal1,IMG_20221124_114236_23_frontal1.jpg,673.7152966491137,7406.0,3712.0,3694.0,52.0,53.0,98.0,96.0,1.8846153846153846,1.8113207547169812,0.016316646007607124,0.008178151496116344,0.00813849451149078,0.07718393846575045,0.07866824497470719,0.14546203787776046,0.14249342485984698,2
24,IMG_20221124_114630_24,frontal1,IMG_20221124_114630_24_frontal1.jpg,616.3618052219625,4068.0,2312.0,1756.0,54.0,35.0,77.0,67.0,1.4259259259259258,1.9142857142857144,0.010708028226183964,0.006085782020387739,0.004622246205796224,0.08761087975033377,0.05678482946780892,0.12492662482917963,0.10870238783837707,2
25,IMG_20221124_115350_25,frontal1,IMG_20221124_115350_25_frontal1.jpg,638.4503229074431,4210.0,2078.0,2132.0,43.0,35.0,79.0,79.0,1.8372093023255813,2.257142857142857,0.010328276926698545,0.005097900107762369,0.005230376818936175,0.06735058070639234,0.05482024010985423,0.12373711339081384,0.12373711339081384,2
26,IMG_20221124_115624_26,frontal1,IMG_20221124_115624_26_frontal1.jpg,571.9159174929173,5422.0,3335.0,2087.0,59.0,39.0,86.0,81.0,1.4576271186440677,2.076923076923077,0.016576588070460738,0.010196038586312533,0.0063805494841482025,0.10316201769420182,0.06819184220464188,0.15037175460510774,0.14162921073271775,2
27,IMG_20221124_120039_27,frontal1,IMG_20221124_120039_27_frontal1.jpg,701.6448232049027,6439.0,3518.0,2921.0,51.0,49.0,93.0,84.0,1.8235294117647058,1.7142857142857142,0.013079278111339611,0.007145969932550513,0.005933308178789098,0.07268634829663152,0.06983590326539107,0.132545693952681,0.11971869131209897,2
29,IMG_20221124_120851_29,frontal1,IMG_20221124_120851_29_frontal1.jpg,810.7351227085237,7595.0,3632.0,3963.0,68.0,69.0,87.0,91.0,1.2794117647058822,1.318840579710145,0.01155499607498694,0.0055257071421135695,0.0060292889328733695,0.0838744962384557,0.08510794471255065,0.1073100172462595,0.11224381114263926,2
30,IMG_20221124_121922_30,frontal1,IMG_20221124_121922_30_frontal1.jpg,512.3509524837692,2634.0,1175.0,1459.0,27.0,27.0,65.0,71.0,2.4074074074074074,2.6296296296296298,0.01003415198250917,0.004476130819836095,0.0055580211626730745,0.052698252768165456,0.052698252768165456,0.12686616407150944,0.13857688690887954,2
