anthrovision_raw_rows,anthrovision_labeled_rows,anthrovision_unique_children,anthrovision_duplicate_tag_rows,cv_clean_total_records,cv_frontal1_records,cv_frontal1_unique_images,merged_records,merged_unique_children,merged_unique_images,unmatched_anthro_children
2389,2389,2387,4,17324,2158,2158,2138,2138,2138,249
